51,46,63,94,22,97
21,16,29,73,94,3
1,45,76,38,2,29
31,40,85,39,78,66
21,81,90,97,38,54
85,8,50,53,42,7
66,99,37,29,95,51
76,39,82,43,61,44
17,43,16,23,4,21
44,28,96,37,33,7
3,89,31,80,82,27
94,73,34,53,2,44
6,5,29,59,14,51
92,67,98,83,81,43
25,54,96,48,6,58
25,20,92,79,22,30
56,71,72,49,24,1
25,71,58,38,97,95
65,87,46,34,6,23
8,96,41,23,69,16
44,12,16,60,94,17
54,41,24,65,30,59
54,15,41,30,4,50
15,45,2,74,45,84
5,27,22,69,83,27
61,45,84,28,63,89
26,35,16,17,88,56
20,49,64,5,74,14
18,42,49,7,10,83
66,15,51,79,8,32
83,18,52,10,86,52
15,54,68,1,35,44
98,24,78,10,97,32
7,89,6,88,70,56
41,44,76,81,6,72
52,88,55,4,98,82
75,18,78,20,16,43
60,59,21,16,65,57
90,26,83,69,14,62
91,31,90,37,7,69
29,42,59,56,79,97
19,8,79,64,55,89
84,77,92,76,18,15
33,74,50,41,78,41
60,50,17,44,62,82
40,81,12,76,14,45
37,60,86,63,45,94
42,75,11,20,79,30
99,90,81,97,19,88
37,81,74,28,71,47
36,50,47,88,86,89
52,90,65,57,89,23
19,56,34,79,85,13
10,35,2,60,66,55
93,75,64,40,64,7
99,14,31,15,65,14
55,96,53,73,93,60
95,47,34,25,57,68
77,73,75,1,46,13
70,35,1,77,43,57
88,27,31,39,98,29
18,9,47,84,78,73
70,82,12,85,13,86
9,48,22,61,80,87
52,1,88,71,39,92
69,99,16,10,91,9
98,52,5,75,36,94
2,27,37,24,66,13
67,4,68,23,63,9
20,70,50,38,40,84
8,80,49,95,65,37
72,81,12,92,3,76
80,62,77,48,34,59
16,61,57,87,58,47
46,79,42,37,96,64
1,87,5,60,32,1
3,47,20,55,97,75
67,11,73,97,46,13
24,44,27,55,95,22
85,68,1,20,41,76
38,79,39,85,22,53
36,26,21,35,28,67
60,58,77,36,40,39
89,45,75,17,21,38
53,85,73,69,41,50
27,95,59,19,95,66
90,32,64,30,48,43
75,85,18,12,3,41
13,71,95,84,77,4
56,63,96,92,19,54
69,26,36,43,25,86
9,32,21,88,68,91
56,43,92,76,85,52
58,32,86,57,72,23
5,49,10,21,80,86
14,38,15,34,29,62
77,7,5,67,33,12
74,98,39,45,56,68
53,35,29,21,43,83
9,44,87,72,13,40
14,77,91,17,71,36
96,58,35,63,53,42
64,86,39,59,63,30
48,29,25,51,10,60
59,91,70,15,50,14
33,48,65,87,28,33
93,10,31,37,72,79
47,77,83,3,54,72
18,3,50,32,48,92
3,76,30,36,19,28
38,9,21,65,27,28
14,22,70,28,55,93
42,9,93,6,20,62
8,26,1,57,42,49
26,90,86,63,6,74
82,11,56,78,57,34
59,13,70,89,52,22
54,62,74,7,51,8
80,84,69,84,2,20
12,2,52,61,20,26
40,90,98,93,88,99
81,36,75,31,6,91
17,79,62,7,67,93
17,53,38,62,33,22
46,89,61,58,10,33
99,49,24,90,97,51
12,2,40,55,78,37
99,4,65,66,39,97
57,9,52,12,88,24
72,74,47,23,12,96
74,24,65,18,26,56
31,96,17,16,30,18
94,49,64,8,68,87
46,69,81,68,53,29
61,10,24,15,45,95
22,92,95,80,5,62
36,94,61,70,31,72
28,47,25,46,72,61
13,33,98,34,2,78
35,80,71,35,42,64
87,71,56,4,78,32
33,83,17,83,98,78
30,41,85,6,18,36
25,51,19,54,30,49
68,20,73,26,46,84
68,11,75,24,26,11
40,24,25,5,34,73
35,67,44,43,54,66
87,86,67,74,71,12
47,67,23,93,63,60
64,94,23,83,40,66
62,11,18,91,3,5
7,3,4,58,39,8
55,11,82,99,94,28
98,26,82,90,82,58
11,32,73,53,4,80
22,45,99,66,19,6
8,19,2,70,87,25
93,4,25,91,50,7
99,69,48,77,89,82
96,91,13,92,10,93
48,32,15,84,55,51
38,51,30,58,93,32
27,57,63,33,11,54
34,27,46,31,49,9
21,19,71,48,92,8
23,11,81,3,91,61
59,80,67,42,76,70
1008
